CN ID,Title,Agency,Publish Date,Category,Contract Start Date,Contract End Date,Value (AUD),ATM ID,Supplier Name,LastUpdated
CN3157572,Software contract support,Defence Materiel Organisation,16-Jun-15,Software,3-Jun-15,30-Jun-15,723323.58,01/09 ESD,THALES AUSTRALIA,16/06/2015 9:54
CN3159562,Development of Windows,Defence Materiel Organisation,16-Jun-15,Software,3-Jun-15,30-Jun-16,681383,01/09ESD,THALES AUSTRALIA,16/06/2015 10:12
CN3143592,Circuit Card Assemblies,Defence Materiel Organisation,11-Jun-15,Communications Devices and Accessories,29-May-15,11-Aug-16,860585,,ELECTROTECH AUSTRALIA PTY LTD,11/06/2015 11:13
CN2861992,Telemetry Range - internal communications system update,Defence Materiel Organisation,17-Feb-15,Components for information technology or broadcasting or telecommunications,3-Feb-15,30-Jul-15,563758.46,,COMPUNETIX INC.,17/02/2015 9:16
CN2863842,Mobile Training System,Defence Materiel Organisation,17-Feb-15,Communications Devices and Accessories,4-Feb-15,30-Jun-21,101495138.6,,FMS ACCOUNT,17/02/2015 9:30
CN2864042,FMS Case for Mission Planning Systems,Defence Materiel Organisation,17-Feb-15,Computers,3-Feb-15,30-Jun-17,810163.55,,FMS ACCOUNT,17/02/2015 9:31
CN2864472,Server Hardware,Defence Materiel Organisation,17-Feb-15,Computer servers,4-Feb-15,20-Jan-18,3998085.63,,HEWLETT PACKARD AUSTRALIA LTD,17/02/2015 9:34
CN2884382,Telephony Equipment,Defence Materiel Organisation,27-Feb-15,Telephony equipment,11-Feb-15,13-Mar-15,1237513.2,,UXC CONNECT PTY LTD,27/02/2015 8:36
CN2931142,Communication Device and Accessories,Defence Materiel Organisation,19-Mar-15,Communications Devices and Accessories,4-Mar-15,3-Apr-15,828165.8,,FUJITSU AUSTRALIA LIMITED,19/03/2015 12:23
CN3012072,Transportable Land Terminals,Defence Materiel Organisation,28-Apr-15,Communications Devices and Accessories,14-Apr-15,2-Apr-17,112573587.2,DMOESD/RFT0227/2011,RAYTHEON AUSTRALIA PTY LTD,28/04/2015 9:11
CN3012202,Transportable Land Terminals,Defence Materiel Organisation,28-Apr-15,Communications Devices and Accessories,14-Apr-15,2-Apr-17,42188374.8,DMOESD/RFT0227/2011,RAYTHEON AUSTRALIA PTY LTD,28/04/2015 9:11
CN3012222,Government Furnished Material (GFM) Provisional Package,Defence Materiel Organisation,28-Apr-15,Communications Devices and Accessories,14-Apr-15,30-Jun-16,574933.5,,RAYTHEON AUSTRALIA PTY LTD,28/04/2015 9:11
CN3013072,Transportable Land Terminals,Defence Materiel Organisation,28-Apr-15,Communications Devices and Accessories,15-Apr-15,2-Apr-17,2231211.73,DMSESD/REF0227/2011,RAYTHEON AUSTRALIA PTY LTD,28/04/2015 9:18
CN3015072,Computers,Defence Materiel Organisation,28-Apr-15,Components for information technology or broadcasting or telecommunications,14-Apr-15,30-Jan-16,617975.6,,MICREO LIMITED,28/04/2015 9:33
CN3111382,Acquisition of Combat Net Radios and Ancillaries.,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,28-May-15,3-Dec-15,1518167.37,,HARRIS CORPORATION DBA HARRIS RF CO,2/06/2015 10:20
CN3113562,Software Support Contract,Defence Materiel Organisation,2-Jun-15,Software,9-Jul-13,30-Jun-19,575926.45,,BOEING CO THE - KENT,2/06/2015 10:38
CN3113632,Support services including maintenance and development of Joint Command Support Environment,Defence Materiel Organisation,2-Jun-15,Software,1-Apr-15,31-May-15,11050653.65,RFT 06-085-EWS,LOCKHEED MARTIN AUSTRALIA PTY LTD,2/06/2015 10:39
CN3114442,Acquisition and Support of Radio Systems in support of the Australian Defence Force,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,28-May-15,30-Jun-15,1253447.87,,HARRIS CORPORATION DBA HARRIS RF CO,2/06/2015 10:45
CN3114582,Acquisition of Tactical Data Radio Systems,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,28-May-15,30-Jun-15,606454.19,,RAYTHEON AUSTRALIA PTY LTD,2/06/2015 10:46
CN3114872,Acquisition of Combat Net Radio and associated ancillaries,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,28-May-15,30-Aug-15,1987799.67,,HARRIS CORPORATION DBA HARRIS RF CO,2/06/2015 10:49
CN3116722,Radio Test Sets,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,21-May-15,24-Apr-16,3255565.83,DMOESD/RFT0147/2014,INNOVASYS,2/06/2015 11:08
CN3116862,Radio Test Sets,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,21-May-15,24-Apr-19,2220565.66,DMOESD/RFT0147/2014,INNOVASYS,2/06/2015 11:09
CN3117472,Mobile Training System,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,26-Feb-15,30-Jun-21,1870914.57,,FMS ACCOUNT,2/06/2015 11:14
CN3118502,Transportable Land Terminals,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,28-Apr-15,2-Apr-17,2604568.79,DMOESD/RFT0227/2011,RAYTHEON AUSTRALIA PTY LTD,2/06/2015 11:30
CN3118662,Vehicular Intercom Systems,Defence Materiel Organisation,2-Jun-15,Communications Devices and Accessories,15-May-15,28-Aug-15,527724.31,,HARRIS CORPORATION DBA HARRIS RF CO,2/06/2015 11:33
CN3237742,Acquisition of Combat Net Radios and Ancillaries.,Defence Materiel Organisation,7-Jul-15,Communications Devices and Accessories,17-Jun-15,3-Dec-15,1074329.41,,HARRIS CORPORATION DBA HARRIS RF CO,7/07/2015 10:25
CN2832232,SOFTWARE DEVELOPMENT,Defence Materiel Organisation,3-Feb-15,Software,24-Feb-14,28-Feb-15,2314688.85,RFT 06-035-EWS,CSC AUSTRALIA PTY LTD,3/02/2015 8:56
CN2833722,Aircraft software system configuration set,Defence Materiel Organisation,3-Feb-15,Software,30-Jan-15,30-Jun-18,1795932.37,,FMS ACCOUNT,3/02/2015 9:07
CN3238862,Acquisition of Combat Net Radio and associated ancillaries,Defence Materiel Organisation,7-Jul-15,Communications Devices and Accessories,30-Jun-15,30-Aug-15,2759498.35,,HARRIS CORPORATION DBA HARRIS RF CO,7/07/2015 10:45
CN3296199,VMWare Software Licences and Support and Maintenance through Data#3,Department of Agriculture and Water Resources,1-Oct-15,Components for information technology or broadcasting or telecommunications,15-Sep-15,14-Sep-16,509748.83,,Data#3,1/10/2015 11:26
CN3296184-A3,Oracle Unlimited License Agreement ,Department of Agriculture and Water Resources,1-Oct-15,Components for information technology or broadcasting or telecommunications,28-Aug-15,30-Jun-16,19622818.85,,Oracle Corporation Australia Pty Ltd,5/11/2015 8:43
CN3038242,Online recruiting service,Department of Agriculture and Water Resources,6-May-15,Software,1-May-15,31-Mar-18,580953,,NGA.NET Pty Ltd,6/05/2015 16:16
CN3295786-A1,Bicon Support,Department of Agriculture and Water Resources,30-Sep-15,Components for information technology or broadcasting or telecommunications,1-Aug-15,30-Jun-16,1048344,,Fujitsu,1/12/2015 12:30
CN3285420-A1,Big data platform,Department of Communications and the Arts,14-Aug-15,Software,20-Apr-15,30-Jun-16,863143,FIN14BPAM2098,Sliced Tech Pty Ltd,14/08/2015 10:26
CN2903452,Centralised Processing,Department of Defence,10-Mar-15,Computer Equipment and Accessories,23-Feb-15,30-Jun-17,5715837,CIOG249/11,LOCKHEED MARTIN AUSTRALIA PTY LTD,10/03/2015 8:15
CN2904572,Software Licenses and Support,Department of Defence,10-Mar-15,Software,26-Feb-15,28-Feb-19,22073677.92,,ORACLE SYSTEMS (AUSTRALIA) PTY LTD,10/03/2015 8:32
CN2905352,Coordinated Workforce Capability Simulation Tool,Department of Defence,10-Mar-15,Software,26-Feb-15,31-Mar-19,3718475,,FUTURA DEFENCE LIMITED,10/03/2015 8:44
CN3284080,Secure COMMS Equipment,Department of Defence,11-Aug-15,Communications Devices and Accessories,15-Dec-10,30-Jun-17,892189.85,,FMS ACCOUNT,11/08/2015 11:57
CN3284082,Intercom Kits,Department of Defence,11-Aug-15,Two way radios,31-Jul-15,14-Sep-15,6078075.89,,HARRIS CORPORATION DBA HARRIS RF CO,11/08/2015 11:57
CN3292452,Platform Development and Sustainment,Department of Defence,15-Sep-15,Software,7-Sep-15,30-Jun-16,2062432.31,WP 2013/02,DELOITTE TOUCHE TOHMATSU,15/09/2015 10:05
CN3292595,Prime System Integrator (PSI) Contract,Department of Defence,15-Sep-15,Communications Devices and Accessories,28-May-15,31-Jul-16,1243627.14,,RAYTHEON AUSTRALIA PTY LTD,15/09/2015 11:14
CN2983242,Software Acquisition,Department of Defence,14-Apr-15,Software,2-Apr-15,30-Jun-15,602141.1,CIOG 077/14,FUJITSU AUSTRALIA LIMITED,14/04/2015 10:33
CN2983852,Hardware and support,Department of Defence,14-Apr-15,Computer Equipment and Accessories,30-Mar-15,30-Jun-17,522577.66,,IBM AUSTRALIA LTD,14/04/2015 10:38
CN2984732,ICT Services,Department of Defence,14-Apr-15,Computer Equipment and Accessories,2-Apr-14,30-Jun-17,600000,,DEPT OF FOREIGN AFFAIRS & TRADE,14/04/2015 10:51
CN2985702,Software Licences and Support,Department of Defence,14-Apr-15,Software,2-Apr-15,30-Jun-19,5378022.23,,PEGASYSTEMS PTY LIMITED,14/04/2015 11:08
CN3299197,Transportable Land Terminals,Department of Defence,20-Oct-15,Communications Devices and Accessories,18-Sep-15,30-Apr-17,2784438.75,DMOESDIB0227/2011,RAYTHEON AUSTRALIA PTY LTD,20/10/2015 10:52
CN3299200,Core Services Maritime System,Department of Defence,20-Oct-15,Computers,18-Jun-15,18-Oct-15,856298.6,,ATOS (AUSTRALIA) PTY LTD,20/10/2015 10:53
CN3299203,Software Development Support,Department of Defence,20-Oct-15,Software,24-Nov-14,15-Jun-15,1317210.42,RFT 06-085-EWS,LOCKHEED MARTIN AUSTRALIA PTY LTD,20/10/2015 10:54
CN3299212,High Frequency Transmitter hardware for integration into Defence System,Department of Defence,20-Oct-15,Components for information technology or broadcasting or telecommunications,10-Feb-15,30-Sep-15,780900.38,,BOEING DEFENCE AUSTRALIA LTD,20/10/2015 10:56
CN3299213,Access to Autonomic Logistics Information System,Department of Defence,20-Oct-15,Software,25-Sep-15,30-Sep-16,959471.11,,LOCKHEED MARTIN AUSTRALIA PTY LTD,20/10/2015 10:56
CN3299300,Digital Terminal Control System Software,Department of Defence,20-Oct-15,Software,29-Sep-15,31-Mar-20,3546801.5,DMOLSD/RFT0066/2012,ROCKWELL COLLINS AUSTRALIA PTY LTD,20/10/2015 11:23
CN3299372,Airborne data link system,Department of Defence,20-Oct-15,Communications Devices and Accessories,3-Oct-15,30-Oct-16,812095.96,,L-3 COMMUNICATIONS CORPORATION DBA,20/10/2015 12:19
CN3291978,Dismounted Satellite Communication Antennas,Department of Defence,10-Sep-15,Communications Devices and Accessories,28-Aug-15,27-Oct-15,1176436.8,DMOLSD/RFQ0014/2013,MASER DEFENCE PTY LTD,10/09/2015 17:01
CN3299582,Data Transition Services,Department of Defence,20-Oct-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,8-Oct-15,30-Jun-16,6152935.08,CIOG264/11,OPTUS BILLING SERVICES PTY LTD,20/10/2015 12:54
CN3299593,eHealth Pharmacy Module,Department of Defence,20-Oct-15,Software,7-Oct-15,30-Jun-16,519321,RFT-JEHDI-2010-007,CSC AUSTRALIA PTY LTD,20/10/2015 12:56
CN3075222,ICT Services,Department of Defence,19-May-15,Communications Devices and Accessories,6-May-15,31-Aug-15,674141.13,,UNISYS AUSTRALIA LTD,19/05/2015 11:32
CN3075322,Computer equipment and accessories,Department of Defence,19-May-15,Computer Equipment and Accessories,6-May-15,26-Apr-19,675444,,HEWLETT PACKARD AUSTRALIA LTD,19/05/2015 11:34
CN3075332,Computer equipment and accessories,Department of Defence,19-May-15,Computer Equipment and Accessories,6-May-15,26-Apr-18,516244.83,,DIMENSION DATA AUSTRALIA PTY LTD,19/05/2015 11:34
CN3306548,Communications Devices & Accessories,Department of Defence,24-Nov-15,Communications Devices and Accessories,19-Nov-15,30-Jun-16,1243053.99,CIOG106/10,COBS TELSTRA,24/11/2015 11:04
CN3306593,Computer Equipment and Accessories,Department of Defence,24-Nov-15,Computer Equipment and Accessories,12-Nov-15,4-Dec-15,527395.01,,FUJITSU AUSTRALIA LTD,24/11/2015 11:19
CN2782002,Software Upgrade,Department of Defence,5-Jan-15,Software,19-Dec-14,27-Mar-15,610569.41,CIOG 324/13,VENTYX PTY LTD,5/01/2015 8:52
CN2782662,Software support and maintenance,Department of Defence,5-Jan-15,Software,17-Dec-14,15-Dec-15,2148781.4,,COMMVAULT SYSTEMS (AUSTRALIA),5/01/2015 8:58
CN2782702,Software Support and Maintenance,Department of Defence,5-Jan-15,Software,17-Dec-14,12-Dec-19,13031205.5,,VMWARE INTERNATIONAL LIMITED,5/01/2015 8:58
CN3306848,Computer Equipment and Accessories,Department of Defence,24-Nov-15,Computer Equipment and Accessories,13-Nov-15,21-Dec-15,1106522.55,,CDM,24/11/2015 12:15
CN3302622,Antenna Omnidirectional,Department of Defence,4-Nov-15,Communications Devices and Accessories,19-Oct-15,21-Mar-16,820930,,EYLEX PTY LTD,4/11/2015 15:32
CN3185442,Software Maintenance and Support,Department of Defence,23-Jun-15,Software,16-Jun-15,30-Jun-17,588880.35,,PIVOTAL BUSINESS TECHNOLOGY P/L,23/06/2015 11:19
CN3185952,Microsoft VSA II CDL,Department of Defence,23-Jun-15,Software,18-Jun-15,30-Jun-17,29828924.19,,DEPARTMENT OF FINANCE AND,23/06/2015 11:30
CN3245162,Data Transmission Services,Department of Defence,8-Jul-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,23-Jun-15,30-Jun-16,6152935.08,CIOG264/11,OPTUS ADMINISTRATION PTY LTD,8/07/2015 14:00
CN3245292,Secure Satellite Phone Services,Department of Defence,8-Jul-15,Telephony equipment,6-Jul-15,10-Jul-15,806047.2,,DEFENSE FINANCE AND ACCOUNTING SERV,8/07/2015 14:02
CN3245572,Tampa microwave terminals,Department of Defence,8-Jul-15,Communications Devices and Accessories,9-Jun-15,29-Jun-15,626029.11,,THALES AUSTRALIA LIMITED,8/07/2015 14:07
CN3245852,Site Support,Department of Defence,8-Jul-15,Communications Devices and Accessories,30-Jun-15,30-Jun-16,3503999.99,DA 42/2009,LOCKHEED MARTIN AUSTRALIA PTY LTD,8/07/2015 14:11
CN3246152,Non standard software and maintenance,Department of Defence,8-Jul-15,Software,25-Jun-15,30-Jun-18,959358.76,,BAE SYSTEMS NATIONAL SECURITY SOLUT,8/07/2015 14:16
CN3246412,FMS Case for Acquisition of Extended Air Defence,Department of Defence,8-Jul-15,Software,30-Jun-15,15-Jun-19,526871.74,,FMS ACCOUNT,8/07/2015 14:20
CN3246592,Software Subscription,Department of Defence,8-Jul-15,Software,26-Jun-15,31-May-18,1557726.99,CIOG GCSW01/15,AUTONOMIC SOFTWARE INC,8/07/2015 14:24
CN3247152,Information management system,Department of Defence,8-Jul-15,Software,24-Jun-15,16-Jun-18,508750,,GRAVITY CONSULTING SERVICES PTY LTD,8/07/2015 14:33
CN2875032,Computer Equipment,Department of Defence,24-Feb-15,Computer Equipment and Accessories,13-Feb-15,27-Mar-15,1018336,,ETHAN GROUP PTY LTD,24/02/2015 10:15
CN3279726,Secure Satellite Phone Services,Department of Defence,28-Jul-15,Telephony equipment,23-Jul-15,30-Jun-16,3030893.38,,DEFENSE FINANCE AND ACCOUNTING SERV,28/07/2015 11:42
CN2875312,Computer Equipment,Department of Defence,24-Feb-15,Computer Equipment and Accessories,12-Feb-15,27-Mar-15,2716027,,FUJITSU AUSTRALIA LTD,24/02/2015 10:17
CN3279795,Provision of Application Infrastructure,Department of Defence,28-Jul-15,Computer Equipment and Accessories,16-Jul-15,30-Oct-15,2303020.95,CIOG249/11,LOCKHEED MARTIN AUSTRALIA PTY LTD,28/07/2015 12:06
CN3279811,Software Licenses and Support,Department of Defence,28-Jul-15,Software,1-Jul-15,30-Jun-20,86094458.78,,SAP AUSTRALIA PTY LTD,28/07/2015 12:11
CN3279857,Software,Department of Defence,28-Jul-15,Software,14-Jul-15,30-Jun-16,728437.6,,LAKESIDE SOFTWARE PTY LTD,28/07/2015 12:27
CN2953162,Software Licenses,Department of Defence,31-Mar-15,Software,31-Oct-14,14-Feb-16,864072.7,CIOG596/11,ADOBE SYSTEMS SOFTWARE IRELAND,31/03/2015 10:11
CN2954222,Software and Related Services,Department of Defence,31-Mar-15,Software,19-Mar-15,31-Mar-16,571947.26,,TREND MICRO AUSTRALIA PTY LTD,31/03/2015 10:21
CN3284643,Soldier Personal Radio accessory kit,Department of Defence,12-Aug-15,Communications Devices and Accessories,27-Jul-15,29-Feb-16,960300,,EYLEX PTY LTD,12/08/2015 16:45
CN3296568,Firewalls,Department of Defence,6-Oct-15,Network security equipment,21-Sep-15,31-Oct-15,690764.77,,TELSTRA CORPORATION LIMITED,6/10/2015 10:12
CN3296649,Software Licence,Department of Defence,6-Oct-15,Software,7-Sep-15,31-Aug-18,1278774,,CLOUDERA INC,6/10/2015 10:32
CN3296886,ANZAC Ship Communication System,Department of Defence,6-Oct-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,6-May-15,29-Sep-22,621844.54,RFT 11/003,SELEX ES LTD,6/10/2015 12:04
CN3296930,Integrated Battlefield Telecommunication Network - Support,Department of Defence,6-Oct-15,Communications Devices and Accessories,21-Sep-15,26-Jul-20,34587151.03,DMOESD/RFT0106/2011,BOEING DEFENCE AUSTRALIA LTD,6/10/2015 12:12
CN3296931,Integrated Battlefield Telecommunication Network,Department of Defence,6-Oct-15,Communications Devices and Accessories,21-Sep-15,13-Jan-21,678551695.9,DMOESD/RFT0106/2011,BOEING DEFENCE AUSTRALIA LTD,6/10/2015 12:13
CN3296963,Link Wide Area Network,Department of Defence,6-Oct-15,Computer Equipment and Accessories,21-Sep-15,27-Nov-15,996189.83,,FUJITSU AUSTRALIA LIMITED,6/10/2015 12:18
CN3296980,Navigation Accessories.,Department of Defence,6-Oct-15,Communications Devices and Accessories,23-Sep-15,30-May-16,516198.44,,ROCKWELL COLLINS AUSTRALIA PTY LTD,6/10/2015 12:21
CN3289535,DOSD Tech Refresh,Department of Defence,1-Sep-15,Computer Equipment and Accessories,20-Aug-15,31-Dec-15,648747,CIOG 369/15,LOCKHEED MARTIN AUSTRALIA PTY LTD,1/09/2015 16:35
CN3289609,Software Upgrade,Department of Defence,1-Sep-15,Software,18-Aug-15,30-Sep-16,3145590.83,,ABB ENTERPRISE SOFTWARE PTY LTD,1/09/2015 17:01
CN3289642,JP2064 Infrastructure Hosting Services,Department of Defence,1-Sep-15,Computer Equipment and Accessories,18-Aug-15,31-Dec-15,1809986.2,CIOG284/15,LOCKHEED MARTIN AUSTRALIA PTY LTD,1/09/2015 17:12
CN3029572,Monitors,Department of Defence,5-May-15,Computer Equipment and Accessories,21-Apr-15,29-May-15,514976,,ETHAN GROUP PTY LTD,5/05/2015 11:28
CN3029582,Aircraft Communications Equipment,Department of Defence,5-May-15,Communications Devices and Accessories,21-Apr-15,31-Jul-15,2232098,,INMARSAT AUSTRALIA PTY LTD,5/05/2015 11:28
CN3029842,Software,Department of Defence,5-May-15,Software,4-May-15,31-Mar-18,536066.8,,AVEPOINT AU PTY LTD,5/05/2015 11:32
CN3030542,Computer equipment,Department of Defence,5-May-15,Computer Equipment and Accessories,30-Mar-15,30-Apr-15,604201,,DATACOM SYSTEMS (ACT) PTY LTD,5/05/2015 11:42
CN3032192,Radio Maintenance and Repairs,Department of Defence,5-May-15,Two way radios,24-Apr-15,30-Jun-17,937000,,BENELEC PTY LTD,5/05/2015 11:56
CN3033282,computer equipment,Department of Defence,5-May-15,Computer Equipment and Accessories,23-Apr-15,29-May-15,1038290,,ETHAN GROUP PTY LTD,5/05/2015 12:04
CN3033522,ICT Storage Hardware,Department of Defence,5-May-15,Computer Equipment and Accessories,22-Apr-15,30-Jun-15,910533.43,RFTS10/0102,NETAPP AUSTRALIA PTY LTD,5/05/2015 12:06
CN3303652,Link 11 & 16 Emulation Training System and Onsite Training,Department of Defence,10-Nov-15,Software,30-Oct-15,30-Jun-16,1013100,,DARONMONT TECHNOLOGIES PTY LTD,10/11/2015 11:30
CN3303660,Software Development,Department of Defence,10-Nov-15,Software,30-Oct-15,31-Oct-16,1005228.4,,CSC AUSTRALIA PTY LTD,10/11/2015 11:31
CN3303752,Computer Equipment and Accessories,Department of Defence,10-Nov-15,Computer Equipment and Accessories,27-Oct-15,31-Oct-19,525783.39,,FUJITSU AUSTRALIA LTD,10/11/2015 12:35
CN2787802,Workforce Supplementation,Department of Defence,6-Jan-15,Components for information technology or broadcasting or telecommunications,18-Dec-14,13-Mar-15,895720.1,CIOG 249/11,LOCKHEED MARTIN AUSTRALIA PTY LTD,6/01/2015 9:00
CN2787902,Mainframe Storage Solution,Department of Defence,6-Jan-15,Mainframe computers,23-Dec-14,30-Jun-19,4047195.9,CIOG686/14,EMC AUSTRALIA,6/01/2015 9:01
CN3311036,Acquisition of Tactical Data Radio Systems,Department of Defence,15-Dec-15,Communications Devices and Accessories,2-Dec-15,10-Apr-16,821725.1,,RAYTHEON AUSTRALIA PTY LTD,15/12/2015 9:38
CN3311096,Digital Terminal Control System Software,Department of Defence,15-Dec-15,Software,10-Dec-15,31-Mar-20,2465100,DMO/LSD/RFT0066/2014,ROCKWELL COLLINS AUSTRALIA PTY LTD,15/12/2015 9:39
CN3311100,Computer Hardware,Department of Defence,15-Dec-15,Computer Equipment and Accessories,4-Dec-15,30-Dec-15,570322.83,,HP PPS AUSTRALIA PTY LTD,15/12/2015 9:39
CN3311104,Electronic Communications Parts,Department of Defence,15-Dec-15,Communications Devices and Accessories,4-Dec-15,15-Feb-16,2113227.71,,HARRIS CORPORATION DBA HARRIS RF CO,15/12/2015 9:39
CN3311142,HF & UHF Radios & Ancilliary Equipment,Department of Defence,15-Dec-15,Components for information technology or broadcasting or telecommunications,2-Dec-15,30-Jul-16,1249512,,ROHDE AND SCHWARZ (AUST) PTY LTD,15/12/2015 9:39
CN3134822,Hardware and Software Services,Department of Defence,9-Jun-15,Components for information technology or broadcasting or telecommunications,2-Jun-15,30-Jun-20,20766662.24,CIOG286/14,IBM AUSTRALIA LTD,9/06/2015 11:12
CN3136102,Software Licences and Support,Department of Defence,9-Jun-15,Software,27-May-15,30-Jun-17,1669327,,IBM AUSTRALIA LTD,9/06/2015 11:21
CN3136992,Centralised Processing WMS Project,Department of Defence,9-Jun-15,Computer Equipment and Accessories,28-May-15,30-Jun-16,592067.3,CIOG249/11,LOCKHEED MARTIN AUSTRALIA PTY LTD,9/06/2015 11:29
CN3137322,Software as a Service (SaaS) Licence Payment,Department of Defence,9-Jun-15,Software,26-May-15,20-Sep-17,969100,,RISK MANAGEMENT TECHNOLOGIES,9/06/2015 11:32
CN3137472,Project Services under TCS Contract,Department of Defence,9-Jun-15,Network security equipment,26-May-15,31-Mar-16,4849082.7,CIOG 106/10,COBS TELSTRA,9/06/2015 11:34
CN2845392,Computer Equipment,Department of Defence,10-Feb-15,Computer Equipment and Accessories,29-Jan-15,27-Feb-15,1828200,,ETHAN GROUP PTY LTD,10/02/2015 9:37
CN2845492,Computer equipment,Department of Defence,10-Feb-15,Computer Equipment and Accessories,29-Jan-15,27-Feb-15,860122.43,,FUJITSU AUSTRALIA LTD,10/02/2015 9:37
CN2845532,Server equipment,Department of Defence,10-Feb-15,Computer Equipment and Accessories,29-Jan-15,2-Mar-15,1740589.82,,NETAPP AUSTRALIA PTY LTD,10/02/2015 9:38
CN3289814,ICT Systems,Department of Defence,2-Sep-15,Computer Equipment and Accessories,14-Aug-15,30-Jun-16,873893.39,09/01 ES,THALES AUSTRALIA,2/09/2015 8:49
CN3289832,Acquisition of Combat Net Radios and Ancillaries,Department of Defence,2-Sep-15,Communications Devices and Accessories,27-Aug-15,30-Sep-15,10112115.66,,HARRIS CORPORATION DBA HARRIS RF CO,2/09/2015 8:53
CN3286168,Support of Software System,Department of Defence,18-Aug-15,Software,31-Jul-15,30-May-16,855788.86,RFT AEMMS/C2/2006/1,ACCENTURE AUSTRALIA HOLDINGS,18/08/2015 11:14
CN3289947,Software Upgrade,Department of Defence,2-Sep-15,Software,20-Aug-15,30-Jun-17,1466102.26,,ABB ENTERPRISE SOFTWARE PTY LTD,2/09/2015 9:12
CN2924452,Hardware Storage,Department of Defence,17-Mar-15,Computers,6-Mar-15,24-Apr-15,2652998.42,,DATA #3 LTD,17/03/2015 9:56
CN3286201,Support of Software System,Department of Defence,18-Aug-15,Software,3-Aug-15,31-May-16,763006.44,RFT AEMMS/C2/2006/1,ACCENTURE AUSTRALIA HOLDINGS,18/08/2015 11:28
CN3281579,Communication equipment,Department of Defence,3-Aug-15,Communications Devices and Accessories,14-Jul-15,30-Jun-17,1166140.5,,FMS ACCOUNT,3/08/2015 13:54
CN3286320,Power Distribution Units,Department of Defence,18-Aug-15,Computer Equipment and Accessories,4-Aug-15,31-Oct-15,517530.77,,SERVER RACKS AUSTRALIA,18/08/2015 11:53
CN3286391,Acquisition of Combat Net Radios and Ancillaries,Department of Defence,18-Aug-15,Communications Devices and Accessories,28-May-15,11-Aug-15,9140295.75,,HARRIS CORPORATION DBA HARRIS RF CO,18/08/2015 12:09
CN3286657,Build and Deploy Computer System,Department of Defence,18-Aug-15,Components for information technology or broadcasting or telecommunications,5-Aug-15,30-Jun-17,4099024.45,CIOG721/10,HEWLETT-PACKARD AUSTRALIA PTY LTD,18/08/2015 12:56
CN3293876,System Hardware and Installation Services,Department of Defence,22-Sep-15,Computer Equipment and Accessories,7-Sep-15,30-Jun-16,1522656.41,,BAE SYSTEMS,22/09/2015 11:24
CN3294120,Non Standard Software and Maintenance,Department of Defence,22-Sep-15,Software,10-Sep-15,1-Sep-16,711933.14,SRF-0042832-DPE,DIMENSION DATA AUSTRALIA PTY LTD,22/09/2015 12:22
CN2997522,Software Licenses & Services,Department of Defence,21-Apr-15,Software,2-Apr-15,30-Jun-15,2204620,,DELL SOFTWARE INTERNATIONAL,21/04/2015 10:15
CN2997782,Provision of Licensed Software,Department of Defence,21-Apr-15,Software,7-Apr-15,31-Mar-16,605000,,DYNATRACE ASIA-PACIFIC PTY LTD,21/04/2015 10:20
CN2998712,Server Hardware,Department of Defence,21-Apr-15,Computer servers,31-Mar-15,30-Jun-17,13200000,CIOG 118/15,IBM AUSTRALIA LTD,21/04/2015 10:29
CN3000142,Computer Equipment and Accessories,Department of Defence,21-Apr-15,Computer Equipment and Accessories,9-Apr-15,8-May-15,501600,,ETHAN GROUP PTY LTD,21/04/2015 10:42
CN3002362,Air5431 phase 3,Department of Defence,21-Apr-15,Communications Devices and Accessories,8-Apr-15,31-Oct-15,1551848.06,CIOG106/10,COBS TELSTRA,21/04/2015 11:04
CN3088512,Software and Support,Department of Defence,26-May-15,Software,11-May-15,23-Jan-18,1082202.89,,HEWLETT PACKARD AUST LTD,26/05/2015 10:43
CN3092212,Scientific and Research Software,Department of Defence,26-May-15,Software,15-May-15,28-May-16,822114.43,,DARONMONT TECHNOLOGIES PTY LTD,26/05/2015 11:36
CN3092442,Computer equipment and accessories,Department of Defence,26-May-15,Computer Equipment and Accessories,13-May-15,30-May-19,522500.01,,ETHAN GROUP PTY LTD,26/05/2015 11:40
CN3307947,Hardware,Department of Defence,1-Dec-15,Computer Equipment and Accessories,19-Nov-15,27-Nov-15,985568.13,RFTS 10/0102,HITACHI DATA SYSTEMS AUSTRALIA,1/12/2015 11:23
CN3308034,Hardware,Department of Defence,1-Dec-15,Computer Equipment and Accessories,16-Nov-15,30-Jun-18,1958395.36,,BAE SYSTEMS AUST LTD,1/12/2015 11:24
